rank	lemma	freq	ipm	derivational family	deriavational family 2	root of DeriNet tree id	root from DeriNet	slovesná třída	vzor	prefix 4	prefix 3	prefix 2	prefix 1	foreign prefix 2	foreign prefix 1	odprefixované slovo	prefix-Jarka souhlasí se Slavíčkovou	morph segm Slavickova	morph segm DeriNet	morph segm FlatCat	ammel	foreign	odprefigované sloveso segmentované	bez KS	bez iterativních S	kandidát na kořen	derivační S	derivační S 2	derivační S 3	iterativní S	iterativní S 2	iterativní S 3	iterativní S 4	KS	number of frames	Derinet parent	note	compos 1	interfix	prefix 3	prefix 2	prefix	suffix	compos 2	comb form 1	comb form 2
123	zajistit	14521	120099	jistý		jistý#A????----??---?	za(jist)it	4	prosí				za			jistiti	Y	za jist i t	za jist i t	za jisti t	titsijaz	0	jist i t	jist	jist	jist								i	4	jistit#V????--??-??I??										
124	týkat	14160	117113	týkat		týkat#V????--??-??I??		5	dělá							týkati	Y	týk a t	týka t	týka t	takýt	0	týk a t	týk	týk	týk								a	1	None										
125	koupit	14127	116,84	koupit		koupit#V????--??-??P??		4	prosí							koupiti	Y	koup i t	kou p i t	koup it	tipuok	0	koup i t	koup	koup	koup								i	3	None										
126	přijet	14073	116394	jet		jet#V???---??-??I??		1	nese				při			jeti	Y	při je t	při je t	při je t	tejiřp	0	je t	je	je	je									1	jet#V???---??-??I??										
127	myslet	13976	115591	myslit		myslit#V????--??-??I??		4	trpí							mysleti	Y	mysl e t	mysl e t	mysl e t	telsym	0	mysl e t	mysl	mysl	mysl								e	9											
128	číst	13971	115,55	číst		číst#V????--??-??I??	(čís)t	1	nese							čísti	Y	číst	č í s t	číst	tsíč	0	číst	číst	číst	číst									8	None										
129	domnívat	13945	115335	mínit		mínit#V????--??-??I??		5	dělá				do			mnívati	Y	do mn í v a t	domníva t	domnív a t	tavínmod	0	mn í v a t	mn í v	mn	mn				í	v			a	2	None										
130	určit	13900	114963	určit		určit#V????--??-??P??		4	prosí							určiti	Y	urč i t	urč i t	urč it	tičru	0	urč i t	urč	urč	urč								i	4	None										
131	konat	13761	113813	konat		konat#V????--??-??I??		5	dělá							konati	Y	kon a t	kon a t	kon a t	tanok	0	kon a t	kon	kon	kon								a	2	None										
132	uzavřít	13733	113582	zavřít		zavřít#V????--??-??P??	uza(vř)ít	1	tře			u	za			vříti	Y	u za vř í t	u zav ří t	u za v řít	tířvazu	0	vř í t	vř	vř	vř								í	11	zavřít#V????--??-??P??										
133	připravovat	13705	113,35	pravý		pravý#AA???----??---?	při(prav)ovat	3	kupuje				při			pravovati	Y	při prav ova t	připrav ova t	při prav ova t	tavovarpiřp	0	prav ova t	prav	prav	prav								ova	6	připravit#V????--??-??P??										
134	sdělit	13677	113118	díl		díl#NNI??-----A---?	s(děl)it	4	prosí				s			děliti	Y	s děl i t	s děl i t	s děl it	tilěds	0	děl i t	děl	děl	děl								i	3	dělit#V????--??-??I??										
135	dívat	13595	112,44	dívat		dívat#V????--??-??I??		5	dělá							dívati	Y	dív a t	díva t	dív a t	tavíd	0	dív a t	dív	dív	dív								a	7	None										
136	uskutečnit	13589	112391	skutek		skutek#NNI??-----A---?	u(skuteč)nit	4	prosí			u	s			kutečniti	S	u s kut eč n i t	uskutečn i t	uskutečni t	tinčetuksu	0	kut eč n i t	kut eč n	kut eč n	kut	eč	n						i	3	skutečný#AA???----??---?										
137	řeknout	13576	112283	říct		říct#Vf--------A----	(řek)nout	#	#							řeknouti	J		ře kn o u t	řek nou t	tuonkeř	0	řek  nou t	řek	řek	řek								nou		říct#Vf--------A----										
138	jmenovat	13569	112225	jméno		jméno#NNN??-----A---?	(jmen)ovat	3	kupuje							jmenovati	Y	jmen ova t	jmen ov a t	jmen ova t	tavonemj	0	jmen ova t	jmen	jmen	jmen								ova	6	jméno#NNN??-----A---?										
139	obsahovat	13532	111919	sahat		sahat#V????--??-??I??		3	kupuje				ob			sahovati	Y	ob sah ova t	ob sah ova t	ob sah ova t	tavohasbo	0	sah ova t	sah	sah	sah								ova	2	obsáhnout#V????--??-??P??										
140	ležet	13481	111497	lehat		lehat#V????--??-??I??		4	trpí							ležeti	Y	lež e t	lež e t	lež e t	težel	0	lež e t	lež	lež	lež								e	14	léhat#V????--??-??I??										
141	hodlat	13463	111348	hodlat		hodlat#V????--??-??I??		5	dělá							hodlati	Y	hodl a t	hodla t	hod la t	taldoh	0	hodl a t	hodl	hodl	hodl								a	1	None										
142	vyjádřit	13444	111191	jádro		jádro#NNN??-----A---?	vy(jádř)it	4	prosí				vy			jádřiti	Y	vy jádř i t	vyjádř i t	vyjádř it	tiřdájyv	0	jádř i t	jádř	jádř	jádř								i	7	jádro#NNN??-----A---?										
143	snížit	13253	109612	nízký		nízký#AA???----??---?	s(níž)it	4	prosí				s			nížiti	Y	s níž i t	sníž i t	s níž it	tižíns	0	níž i t	níž	níž	níž								i	4	nízký#AA???----??---?										
144	sloužit	13219	109,33	sloužit		sloužit#V????--??-??I??		4	prosí							sloužiti	Y	slouž i t	slou ži t	slouži t	tižuols	0	slouž i t	slouž	slouž	slouž								i	5	None										
145	informovat	13176	108975	form-				3	kupuje						in	formovati	Y	in form ova t	inform ova t	inform ova t	tavomrofni	1	form ova t	form	form	form								ova	4	None										
146	měnit	13173	108,95	měnit		měnit#V????--??-??I??		4	prosí							měniti	Y	měn i t	měn i t	měn it	tiněm	0	měn i t	měn	měn	měn								i	8	None										
147	vybrat	13140	108677	vzít		vzít#V????--??-??P??	vy(br)at	1	bere				vy			brati	Y	vy br a t	vy b r a t	vy bra t	tarbyv	0	br a t	br	br	br								a	8	brát#V????--??-??I??										
148	zastavit	13081	108189	stát		stát#V???---??-??I??	za(sta)vit	4	prosí				za			staviti	Y	za sta v i t	za s ta v i t	za stav it	tivatsaz	0	sta v i t	sta v	sta	sta				v				i		stavit#V????--??-??P??										
149	vysvětlit	12851	106287	svítit		svítit#V????--??-??I??	vy(svět)lit	4	prosí				vy			světliti	Y	vy svět l i t	vysvětl i t	vysvětl it	tiltěvsyv	0	svět l i t	svět l	svět l	svět	l							i	2	světlý#AA???----??---?										
150	poznat	12841	106204	znát		znát#V???---??-??I??	po(zn)at	5	dělá				po			znati	Y	po zn a t	pozna t	pozn a t	tanzop	0	zn a t	zn	zn	zn								a	6	znát#V???---??-??I??										
151	umožňovat	12764	105567	moci		moci#V???---??-??I??		3	kupuje				u			možňovati	Y	u mož ň ova t	umožň ova t	umožňov a t	tavoňžomu	0	mož ň ova t	mož ň	mož ň	mož	ň							ova	1	umožnit#V????--??-??P??										
152	řešit	12687	104,93	řešit		řešit#V????--??-??I??		4	prosí							řešiti	Y	řeš i t	řeš i t	řeš it	tišeř	0	řeš i t	řeš	řeš	řeš								i	2	None										
153	podat	12630	104459	dát		dát#V????--??-??P??		5	dělá				po			dati	Y	po d a t	po d a t	pod a t	tadop	0	d a t	d	d	d								a	9	dát#V????--??-??P??										
154	chápat	12565	103921	chopit		chopit#V????--??-??P??		1	bere							chápati	Y	cháp a t	cháp a t	cháp a t	tapáhc	0	cháp a t	cháp	cháp	cháp								a		chopit#V????--??-??P??										
155	souhlasit	12509	103458	hlas		hlas#NNI??-----A---?	sou(hlas)it	4	prosí				sou			hlasiti	Y	sou hlas i t	souhlas i t	souhlas it	tisalhuos	0	hlas i t	hlas	hlas	hlas								i	3	souhlas#NNI??-----A---?										
156	dostávat	12481	103227	stát		stát#V???---??-??I??		5	dělá				do			stávati	Y	do stá v a t	dostá va t	do stá v a t	tavátsod	0	stá v a t	stá v	stá	stá				v				a	20	dostat#V???---??-??P??										
157	přát	12442	102904	přát		přát#V????--??-??I??	(přá)t	3	kryje							přáti	Y	přá t	přá t	přá t	tářp	0	přá t	přá	přá	přá									7	None										
158	nabídnout	12364	102259	bízet		bízet#Vf--------A----		2	mine				na			bídnouti	Y	na bíd nou t	nabí dno u t	nabíd nou t	tuondíban	0	bíd nou t	bíd	bíd	bíd								nou	4	nabízet#V????--??-??I??										
159	označit	12350	102143	značit		značit#V????--??-??I??		4	prosí				o			značiti	Y	o znač i t	o znač i t	o znač it	tičanzo	0	znač i t	znač	znač	znač								i	3	značit#V????--??-??I??										
160	stanout	12286	101614	stát		stát#V???---??-??I??	(sta)nout	2	mine							stanouti	Y	sta nou t	s t an o u t	sta nou t	tuonats	0	sta nou t	sta	sta	sta								nou	1	stát#V???---??-??I??										
161	pohybovat	12285	101606	hnout		hnout#V????--??-??P??	po(hyb)ovat	3	kupuje				po			hybovati	Y	po hyb ova t	po h yb ova t	po hyb ova t	tavobyhop	0	hyb ova t	hyb	hyb	hyb								ova	8	pohnout#V????--??-??P??										
162	bránit	12253	101341	bránit		bránit#V????--??-??I??		4	prosí							brániti	Y	brán i t	brán i t	brán it	tinárb	0	brán i t	brán	brán	brán								i	5	None										
163	vstoupit	12245	101275	stoupit		stoupit#V????--??-??P??		4	prosí				v			stoupiti	Y	v stoup i t	vstou pi t	v stoup it	tipuotsv	0	stoup i t	stoup	stoup	stoup								i	5	None										
164	jezdit	12206	100952	jet		jet#V???---??-??I??		4	prosí							jezditi	Y	jezd i t	je z d i t	jezd it	tidzej	0	jezd i t	jezd	jezd	jezd								i	6	jet#V???---??-??I??										
165	vracet	12093	100018	vrátit		vrátit#V????--??-??P??		4	sází							vraceti	Y	vrac e t	vr ace t	vrac e t	tecarv	0	vrac e t	vrac	vrac	vrac								e	7	vrátit#V????--??-??P??										
166	přicházet	12067	99803	chodit		chodit	při(cház)et	4	sází				při			cházeti	Y	při cház e t	při cháze t	při cház e t	tezáhciřp	0	cház e t	cház	cház	cház								e	23	přijít#V???---??-??P??										
167	způsobit	12058	99728	působit		působit#V????--??-??I??		4	prosí			z	pů			sobiti	S	z pů sob i t	z působ i t	způsob it	tibosůpz	0	sob i t	sob	sob	sob								i	1	působit#V????--??-??I??										
168	stávat	11978	99066	stát		stát#V???---??-??I??	(stá)vat	5	dělá							stávati	Y	stá v a t	s tá va t	stáva t	taváts	0	stá v a t	stá v	stá	stá				v				a	5	stát#V???---??-??P??										
169	zajímat	11967	98975	jmout		jmout#V????--??-??B??	za(j)ímat	5	dělá				za			jímati	Y	za jím a t	zajíma t	za jím a t	tamíjaz	0	jím a t	jím	jím	jím								a		zajmout#V????--??-??P??										
170	podepsat	11902	98438	psát		psát#V????--??-??I??	pode(ps)at	1	maže				pode			psati	Y	pode ps a t	pode p s a t	podeps a t	taspedop	0	ps a t	ps	ps	ps								a	4	psát#V????--??-??I??										
171	ukazovat	11889	98,33	kázat		kázat#V????--??-??I??	u(kaz)ovat	3	kupuje				u			kazovati	Y	u kaz ova t	u kaz o v a t	u kaz ova t	tavozaku	0	kaz ova t	kaz	kaz	kaz								ova	11	ukázat#V????--??-??P??										
172	využívat	11844	97958	žít		žít#V????--??-??I??	vyu(ží)vat	5	dělá			vy	u			žívati	Y	vy u ží v a t	vy u ží va t	vy užíva t	tavížuyv	0	ží v a t	ží v	ží	ží				v				a	1	využít#V????--??-??P??										
173	založit	11792	97528	lehat		lehat#V????--??-??I??		4	prosí				za			ložiti	Y	za lož i t	založ i t	za lož it	tižolaz	0	lož i t	lož	lož	lož								i	7	ložit#V????--??-??I??										
174	zemřít	11791	97,52	mřít		mřít#V????--??-??I??	ze(mř)ít	1	tře				ze			mříti	Y	ze mř í t	ze m ří t	zemřít	tířmez	0	mř í t	mř	mř	mř								í	1	mřít#V????--??-??I??										
175	poskytnout	11772	97363	skýtat		skýtat#V????--??-??I??		2	mine				po			skytnouti	Y	po skyt nou t	poskyt no u t	po sky t nou t	tuontyksop	0	skyt nou t	skyt	skyt	skyt								nou	2	skýtat#V????--??-??I??										
176	umožnit	11646	96321	moci		moci#V???---??-??I??		4	prosí				u			možniti	Y	u mož n i t	umožn i t	u mož n it	tinžomu	0	mož n i t	mož n	mož n	mož	n							i	1	možný#A????----??---?										
177	uvažovat	11629	96,18	váha		váha#NNF??-----A---?	u(važ)ovat	3	kupuje				u			važovati	Y	u važ ova t	u važ ova t	u važ ova t	tavožavu	0	važ ova t	važ	važ	važ								ova	2	uvážit#V????--??-??P??										
178	požádat	11621	96114	žádat		žádat#V????--??-??I??		5	dělá				po			žádati	Y	po žád a t	po žád a t	po žád a t	tadážop	0	žád a t	žád	žád	žád								a	2	žádat#V????--??-??I??										
179	provést	11547	95502	vést		vést#V????--??-??I??	pro(vés)t	1	nese				pro			vésti	Y	pro vést	pro v é s t	pro vést	tsévorp	0	vést	vést	vést	vést									4	vést#V????--??-??I??										
180	podílet	11478	94931	díl		díl#NNI??-----A---?	po(díl)et	4	sází				po			díleti	Y	po díl e t	po díl e t	podíl e t	telídop	0	díl e t	díl	díl	díl								e	1	podělit#V????--??-??P??										
181	zapomenout	11419	94443	mínit		mínit#V????--??-??I??		2	mine			za	po			menouti	S	za po men ou t	zapom en o u t	zapome nou t	tuonemopaz	0	men ou t	men	men	men								ou	5	zapomínat#V????--??-??I??										
182	dodávat	11247	93021	dát		dát#V????--??-??P??		5	dělá				do			dávati	Y	do d á v a t	do d á v a t	do dáv a t	tavádod	0	d á v a t	d á v	d	d				á	v			a	6	dodat#V????--??-??P??										
183	žádat	11246	93012	žádat		žádat#V????--??-??I??		5	dělá							žádati	Y	žád a t	žád a t	žád a t	tadáž	0	žád a t	žád	žád	žád								a	3	None										
184	vytvářet	11245	93004	tvořit		tvořit#V????--??-??I??		4	sází				vy			tvářeti	Y	vy tvář e t	vy tv áře t	vy tvář e t	teřávtyv	0	tvář e t	tvář	tvář	tvář								e	6	vytvořit#V????--??-??P??										
185	zvolit	11189	92541	volit		volit#V????--??-??I??		4	prosí				z			voliti	Y	z vol i t	z vol i t	z vol it	tilovz	0	vol i t	vol	vol	vol								i	3	volit#V????--??-??I??										
186	nést	11149	92,21	nést		nést#V????--??-??I??	(nés)t	1	nese							nésti	Y	nés t	n és t	nés t	tsén	0	nés t	nés	nés	nés									14	None										
187	pochopit	11144	92169	chopit		chopit#V????--??-??P??		4	prosí				po			chopiti	Y	po chop i t	po chop i t	po chop it	tipohcop	0	chop i t	chop	chop	chop								i	1	chopit#V????--??-??P??										
188	bát	11132	92069	bát				#	#							báti	Y	bá t	bá t	bá t	táb	0	bá t	bá	bá	bá									2											
189	zúčastnit	11101	91813	část		část#NNF??-----A---?	zú(čast)nit	4	prosí			z	ú			častniti	Y	z ú čast n i t	z účastn i t	z účastni t	tintsačúz	0	čast n i t	čast n	čast n	čast	n							i	1	účastnit#V????--??-??I??										
190	ptát	11072	91573	ptát		ptát#V???---??-??I??	(pt)át	5	dělá							ptáti	Y	pt á t	ptá t	pt á t	tátp	0	pt á t	pt	pt	pt								á	2	None										
191	stanovit	11028	91209	stát		stát#V???---??-??P??		4	prosí							stanoviti	Y	stan ov i t	stanov i t	stanov it	tivonats	0	stan ov i t	stan ov	stan ov	stan	ov							i	4	None										
192	připomínat	11026	91193	mínit		mínit#V????--??-??I??		5	dělá			při	po			mínati	S	při po mín a t	připom ín a t	připomín a t	tanímopiřp	0	mín a t	mín	mín	mín								a	5	None										
193	schválit	10977	90787	chválit		chválit#V????--??-??I??	s(chvál)it	4	prosí				s			chváliti	Y	s chvál i t	s chvál i t	s chvál it	tilávhcs	0	chvál i t	chvál	chvál	chvál								i	1	chválit#V????--??-??I??										
194	opustit	10967	90705	pustý		pustý#AA???----??---?	o(pust)it	4	prosí				o			pustiti	Y	o pust i t	o pust i t	o pust it	titsupo	0	pust i t	pust	pust	pust								i	2	pustit#V????--??-??P??										
195	poskytovat	10849	89729	skýtat		skýtat#V????--??-??I??		3	kupuje				po			skytovati	Y	po skyt ova t	poskyt ova t	po sky t ova t	tavotyksop	0	skyt ova t	skyt	skyt	skyt								ova	2	poskytnout#V????--??-??P??										
196	pokusit	10847	89712	zkusit		zkusit#V????--??-??P??		4	prosí				po			kusiti	Y	po kus i t	pokus i t	po kus it	tisukop	0	kus i t	kus	kus	kus								i	2	None										
197	odmítat	10831	89,58	mést		mést#V????--??-??I??		5	dělá				od			mítati	Y	od mít a t	odmít a t	od mít a t	tatímdo	0	mít a t	mít	mít	mít								a	1	None										
198	poslat	10754	88943	poslat		poslat#V????--??-??P??	po(sl)at	1	bere				po			slati	Y	po sl a t	pos la t	po sla t	talsop	0	sl a t	sl	sl	sl								a	4	None										
199	řídit	10660	88166	řídit		řídit#V????--??-??I??		4	prosí							říditi	Y	říd i t	říd i t	říd it	tidíř	0	říd i t	říd	říd	říd								i	2	None										
200	líbit	10636	87967	libý		libý#AA???----??---?	(líb)it	4	prosí							líbiti	Y	líb i t	líb i t	líb it	tibíl	0	líb i t	líb	líb	líb								i	3	libý#AA???----??---?										
201	přiznat	10626	87884	znát		znát#V???---??-??I??	při(zn)at	5	dělá				při			znati	Y	při zn a t	při zna t	při zna t	tanziřp	0	zn a t	zn	zn	zn								a	5	znát#V???---??-??I??										
202	končit	10606	87719	konec		konec#NNI??-----A---?	(konč)it	4	prosí							končiti	Y	konč i t	konč i t	konč it	tičnok	0	konč i t	konč	konč	konč								i	6	konec#NNI??-----A---?										
203	přestat	10600	87669	stát		stát#V???---??-??I??	pře(sta)t	2	začne				pře			stati	Y	pře sta t	pře s ta t	pře sta t	tatseřp	0	sta t	sta	sta	sta									3	stát#V???---??-??I??										
204	znít	10510	86925	znít		znít#V????--??-??I??	(zn)ít	4	trpí							zníti	Y	zn í t	zní t	zní t	tínz	0	zn í t	zn	zn	zn								í	5	None										
205	nastoupit	10435	86305	stoupit		stoupit#V????--??-??P??		4	prosí				na			stoupiti	Y	na stoup i t	nastou pi t	na stoup it	tipuotsan	0	stoup i t	stoup	stoup	stoup								i	4	None										
206	doufat	10422	86197	doufat		doufat#V????--??-??I??		5	dělá							doufati	Y	douf a t	doufa t	douf a t	tafuod	1	douf a t	douf	douf	douf								a	1	None										
207	probíhat	10422	86197	běžet		běžet#V????--??-??I??		5	dělá				pro			bíhati	Y	pro bíh a t	probíh a t	pro bíh a t	tahíborp	0	bíh a t	bíh	bíh	bíh								a	5	None										
208	dovolit	10404	86048	volit		volit#V????--??-??I??		4	prosí				do			voliti	Y	do vol i t	do vol i t	do vol it	tilovod	0	vol i t	vol	vol	vol								i	4	volit#V????--??-??I??										
209	provádět	10325	85395	vést		vést#V????--??-??I??	pro(vád)ět	4	sází				pro			váděti	Y	pro vád ě t	pro v á d ě t	pro vád ě t	tědávorp	0	vád ě t	vád	vád	vád								ě	4	provést#V????--??-??P??										
210	reagovat	10252	84791	ag- -ig- act-		akce#NNF??-----A---?	re(ag)ovat	3	kupuje						re	agovati	Y	re ag ova t	reag ova t	reag ova t	tavogaer	1	ag ova t	ag	ag	ag								ova	1	reakce#NNF??-----A---?										
211	podporovat	10245	84733	přít		přít#V????--??-??I??		3	kupuje				pod			porovati	Y	pod por ova t	podpor ova t	pod por ova t	tavoropdop	0	por ova t	por	por	por								ova	3	podpořit#V????--??-??P??										
212	růst	10227	84584	růst		růst#V???---??-??I??		1	nese							růsti	Y	růst	růst	růst	tsůr	0	růst	růst	růst	růst									4											
213	přidat	10155	83989	dát		dát#V????--??-??P??		5	dělá				při			dati	Y	při d a t	při d a t	při d a t	tadiřp	0	d a t	d	d	d								a	11	dát#V????--??-??P??										
214	připadat	10128	83766	padat		padat#V????--??-??I??		5	dělá				při			padati	Y	při pad a t	při pad a t	při pad a t	tadapiřp	0	pad a t	pad	pad	pad								a		padnout#V????--??-??P??										
215	vysvětlovat	10084	83402	svítit		svítit#V????--??-??I??	vy(svět)lovat	3	kupuje				vy			světlovati	Y	vy svět l ova t	vysvětl ova t	vy svět l ova t	tavoltěvsyv	0	svět l ova t	svět l	svět l	svět	l							ova	2	vysvětlit#V????--??-??P??										
216	projít	10079	83,36	jít		jít#V???---??-??I??	pro(jí)t	1	nese				pro			jíti	Y	pro jí t	pro j í t	pro jí t	tíjorp	0	jí t	jí	jí	jí									10	jít#V???---??-??I??										
217	obrátit	10074	83319	vrátit		vrátit#V????--??-??P??		4	prosí				ob			rátiti	S	ob rát i t	o br át i t	obráti t	titárbo	0	rát i t	rát	rát	rát								i	11	vrátit#V????--??-??P??										
218	prodávat	10051	83129	dát		dát#V????--??-??P??		5	dělá				pro			dávati	Y	pro d á v a t	pro d á va t	prodáva t	tavádorp	0	d á v a t	d á v	d	d				á	v			a	2	prodat#V????--??-??P??										
219	konstatovat	10048	83104	st-				3	kupuje						kon	statovati	Y	kon stat ova t	konstat ova t	kon stat ova t	tavotatsnok	1	stat ova t	stat	stat	stat								ova	2	None										
220	docházet	10002	82724	chodit		chodit	do(cház)et	4	sází				do			cházeti	Y	do cház e t	do cház e t	do cház e t	tezáhcod	0	cház e t	cház	cház	cház								e	10	dojít#V???---??-??P??										
221	učinit	9974	82492	čin		čin#NNI??-----?---?	u(čin)it	4	prosí				u			činiti	Y	u čin i t	u čin i t	učin it	tiniču	0	čin i t	čin	čin	čin								i	12	činit#V????--??-??I??										
222	napadnout	9969	82451	padat		padat#V????--??-??I??		2	mine				na			padnouti	Y	na pad nou t	na pad n o u t	na pad nou t	tuondapan	0	pad nou t	pad	pad	pad								nou	4	padnout#V????--??-??P??										
223	pomáhat	9949	82285	moci		moci#V???---??-??I??		5	dělá				po			máhati	Y	po máh a t	po m áha t	pomáha t	tahámop	0	máh a t	máh	máh	máh								a	4	pomahat#V????--??-??I??										
224	rozumět	9927	82103	umět		umět#V????--??-??I??	roz(um)ět	4	sází				roz			uměti	S	roz um ě t	rozumě t	roz um ě t	těmuzor	0	um ě t	um	um	um								ě	5	umět#V????--??-??I??										
225	fungovat	9805	81094	fung- funct-				3	kupuje							fungovati	Y	fung ova t	fung ova t	fung ova t	tavognuf	1	fung ova t	fung	fung	fung								ova	2	None										
226	vznikat	9793	80995	niknout				5	dělá				vz			nikati	Y	vz nik a t	vznik a t	vz nik a t	takinzv	0	nik a t	nik	nik	nik								a	1	None										
227	uvidět	9742	80573	vidět		vidět#V????--??-??I??	u(vid)ět	4	trpí				u			viděti	Y	u vid ě t	u vi dě t	u vid ě t	tědivu	0	vid ě t	vid	vid	vid								ě	7	vidět#V????--??-??I??										
228	setkat	9736	80524	týkat		týkat#V????--??-??I??		5	dělá				se			tkati	Y	se tk a t	setka t	se tk a t	taktes	0	tk a t	tk	tk	tk								a	2	None										
229	požadovat	9700	80226	žádat		žádat#V????--??-??I??		3	kupuje				po			žadovati	Y	po žad ova t	po žad o va t	požad ova t	tavodažop	0	žad ova t	žad	žad	žad								ova	2	požádat#V????--??-??P??										
230	vyžadovat	9579	79225	žádat		žádat#V????--??-??I??		3	kupuje				vy			žadovati	Y	vy žad ova t	vy žad o va t	vyžad ova t	tavodažyv	0	žad ova t	žad	žad	žad								ova	2	vyžádat#V????--??-??P??										
231	projevit	9568	79134	jevit		jevit#V????--??-??I??		4	prosí				pro			jeviti	Y	pro jev i t	pro jev i t	pro jev it	tivejorp	0	jev i t	jev	jev	jev								i	6	jevit#V????--??-??I??										
232	následovat	9539	78894	sled		sled#NNI??-----A---?	ná(sled)ovat	3	kupuje				ná			sledovati	Y	ná sled ova t	ná sled ov a t	násled ova t	tavodelsán	0	sled ova t	sled	sled	sled								ova	3	sledovat#V????--??-??I??										
233	vystoupit	9517	78712	stoupit		stoupit#V????--??-??P??		4	prosí				vy			stoupiti	Y	vy stoup i t	vystou pi t	vy stoup it	tipuotsyv	0	stoup i t	stoup	stoup	stoup								i	8	None										
234	stavět	9416	77877	stát		stát#V???---??-??I??	(sta)vět	4	trpí							stavěti	Y	stav ě t	s t av ě t	stav ě t	těvats	0	stav ě t	stav	stav	stav								ě		stát#V???---??-??I??										
