# v případě manuální anotace: 1. sloupec: @ = label nesprávně; % = label správně; PRÁZDNO = label manuálně neanotován
	vystříhat–V	vystřihávat–V	ned.
%	světec–N	světice–N	přech.
	odznít–V	odeznívat–V	ned.
%	Dáša–N	Dášenka–N	zdrob.
%	františkán–N	františkánka–N	přech.
%	trapný–A	trapno–D	zpodst.
	tremolo–N	tremolo–N	zpodst.
%	natnout–V	natínat–V	ned.
	přechválit–V	pochválit–V	dok.
%	vtéci–V	vtékat–V	ned.
	zvednout–V	zvedat–V	ned.
%	straka–N	stračka–N	zdrob.
%	rozněcovatel–N	rozněcovatelka–N	přech.
%	duma–N	dumka–N	zdrob.
	prochladnout–V	značně–D	dok.
%	stydět–V	stydívat–V	nás.
	odtesat–V	odstranit–V	dok.
	setkat–V	spojit–V	dok.
%	pár–N	párek–N	zdrob.
%	převýšit–V	převyšovat–V	ned.
	přilíčit–V	přizpůsobit–V	dok.
